no,weight,start_node,end_node,start_time,end_time
89,285,1,7,10,16
90,510,5,3,12,17
91,70,15,11,9,13
92,346,7,6,13,18
93,76,12,13,9,18
94,373,16,12,9,14
95,106,10,14,11,17
96,777,13,11,10,18
97,519,5,2,10,14
98,226,1,12,12,16
99,734,13,14,11,16
100,394,7,5,11,17
101,733,17,14,11,18
102,791,4,2,12,18
103,421,14,16,12,16
104,686,9,11,9,16
105,91,5,1,12,17
106,579,4,18,9,16
107,429,6,5,9,16
108,428,14,11,12,17
109,259,4,14,11,16
110,229,8,3,10,18
111,499,11,16,13,17
112,569,8,17,11,15
113,598,16,11,9,18
114,85,11,12,11,15
115,94,13,12,13,17
116,416,5,7,9,16
117,61,14,17,9,16
118,728,12,11,9,14
119,131,5,11,9,18
120,215,11,8,9,13
121,584,2,4,13,18
122,202,3,18,9,18
123,74,16,10,11,15
124,705,15,8,9,17
125,539,13,16,13,18
126,438,9,13,9,18
127,781,7,18,9,16
128,546,15,11,11,16
129,396,10,17,11,16
130,724,8,7,9,15
131,142,6,1,13,18
132,647,10,15,9,15
133,71,14,1,11,16
134,669,10,13,11,16
135,464,4,3,9,14
136,500,16,5,11,17
137,462,17,13,9,13
138,368,10,11,9,15
139,62,5,7,9,18
140,690,7,2,12,18
141,361,6,2,10,14
142,770,3,6,9,15
143,263,11,4,9,17
144,236,5,2,10,14
145,557,13,10,9,17
146,337,11,6,9,13
147,118,3,2,9,14
148,168,18,3,13,17
149,88,8,3,10,16
150,602,3,5,9,18
151,670,17,15,11,17
152,657,2,8,13,18
153,97,13,14,9,13
154,218,15,13,11,17
155,219,13,14,11,15
156,82,9,18,10,17
157,64,10,14,9,18
158,535,9,14,11,17
159,59,4,12,10,18
160,741,10,17,10,18
161,294,3,5,13,18
162,304,5,8,9,16
163,764,11,10,9,15
164,113,6,2,9,17
165,148,11,16,11,16
166,270,5,13,9,14
167,211,13,4,13,18
168,74,2,3,9,18
169,472,12,13,10,14
170,391,8,7,12,17
171,401,7,12,9,14
172,542,14,16,9,18
173,789,16,15,9,15
174,533,5,8,9,13
175,235,2,16,13,18
176,775,12,3,9,15
177,330,6,4,12,17
178,71,17,9,9,16
179,672,5,18,9,18
180,601,11,15,12,18
181,332,3,14,11,15
182,160,2,1,12,18
183,669,2,7,13,17
184,581,14,4,9,15
185,380,11,3,10,18
186,201,12,11,9,15
187,275,12,17,9,14
188,748,18,4,10,14
189,767,2,16,13,17
190,514,13,7,9,17
191,516,1,16,11,16
192,295,10,17,11,18
193,110,4,6,9,16
194,236,14,15,12,17
195,502,12,15,9,13
196,694,8,7,9,14
197,644,16,10,9,13
198,564,1,5,13,17
199,76,3,8,9,15
200,664,1,15,9,14
201,154,1,3,11,15
202,449,4,7,10,14
203,469,5,2,9,16
204,408,12,11,10,18
205,556,3,2,9,13
206,220,2,3,10,14
207,676,3,15,9,17
208,325,13,17,9,13
209,162,4,8,12,18
210,67,5,3,10,14
211,288,8,4,13,17
212,127,8,6,11,16
213,738,17,16,9,17
214,728,14,15,10,14
215,513,12,17,9,17
216,63,4,3,12,18
217,788,14,15,9,16
218,345,1,3,10,17
219,548,17,16,9,16
220,256,13,16,11,17
221,202,10,14,13,17
222,84,3,4,12,17
223,238,1,8,11,15
224,623,12,14,9,14
225,159,5,1,9,15
226,496,3,7,13,17
227,233,6,2,9,16
228,757,11,6,9,18
229,225,7,11,9,14
230,133,17,13,11,15
231,667,17,16,9,17
232,688,6,7,11,16
233,655,16,13,13,17
234,560,7,5,9,16
235,82,10,15,12,18
236,603,3,10,10,14
237,322,17,4,11,17
238,241,4,3,11,17
239,169,13,2,9,18
240,710,4,5,10,14
241,263,14,13,9,14
242,59,6,2,10,18
243,586,5,2,11,18
244,485,11,16,10,18
245,318,11,2,13,18
246,319,5,8,13,17
247,400,2,4,10,15
248,53,7,11,9,16
249,403,10,14,10,18
250,681,14,13,13,17
251,255,14,16,9,15
252,222,5,2,13,17
253,95,10,15,11,15
254,736,14,8,12,16
255,617,6,17,9,13
256,407,1,17,11,16
257,530,5,1,9,18
258,548,9,10,9,14
259,651,3,7,13,17
260,477,2,16,13,18
261,654,8,17,11,18
262,565,7,10,10,16
263,261,12,17,9,16
264,480,10,12,13,17
265,525,6,3,9,17
266,769,10,14,9,17
267,144,1,2,13,17
268,137,11,13,9,13
269,632,6,5,9,15
270,759,6,5,9,14
271,282,1,8,9,13
272,444,1,5,13,17
273,661,7,15,9,16
274,601,13,14,9,17
275,467,16,15,13,18
276,184,5,3,9,18
277,356,6,5,12,17
278,445,13,3,9,13
279,67,6,8,9,13
280,166,4,6,10,14
281,124,5,13,11,18
282,703,12,3,9,16
283,589,8,6,9,15
284,539,11,9,10,16
285,566,1,8,12,18
286,317,14,10,10,17
287,583,18,2,9,13
288,733,16,15,9,15
289,668,8,6,13,18
290,415,6,15,9,15
291,265,8,11,9,18
292,257,10,17,10,15
293,293,12,17,9,17
294,720,14,10,9,14
295,299,8,7,12,18
296,260,11,4,9,17
297,121,3,2,9,15
298,356,12,2,10,14
299,64,5,8,11,16
300,653,1,14,9,18
