no,weight,start_node,end_node,start_time,end_time
92,786,24,22,10,14
93,346,24,9,9,14
94,346,21,23,9,13
95,171,13,11,10,14
96,551,17,21,11,16
97,618,10,21,9,14
98,70,6,3,9,15
99,199,17,25,9,13
100,215,12,14,12,18
101,231,17,14,12,18
102,524,25,19,9,14
103,558,5,7,9,18
104,595,18,5,12,17
105,798,10,15,9,13
106,733,6,8,13,17
107,639,12,21,10,16
108,245,25,23,12,17
109,92,9,10,10,15
110,363,14,13,11,15
111,474,11,16,9,16
112,389,17,4,9,17
113,388,22,13,9,18
114,222,8,4,9,13
115,553,24,22,9,16
116,206,17,24,10,17
117,290,23,12,9,14
118,327,14,15,13,17
119,678,4,12,9,13
120,789,13,14,12,16
121,185,26,20,10,16
122,597,23,22,9,17
123,416,16,12,9,13
124,418,4,7,9,18
125,750,3,4,12,17
126,452,8,4,12,18
127,165,3,25,13,18
128,494,22,25,9,13
129,556,4,5,12,17
130,355,3,5,9,18
131,670,20,21,12,17
132,232,21,24,13,17
133,321,4,7,13,17
134,697,2,7,9,14
135,306,8,6,9,18
136,357,14,11,11,16
137,435,6,16,9,17
138,540,10,13,9,16
139,103,20,9,9,18
140,86,5,22,9,16
141,457,26,25,9,14
142,558,13,11,13,17
143,650,10,14,9,15
144,754,4,1,13,17
145,234,2,4,9,14
146,242,2,8,10,15
147,454,5,19,9,17
148,196,10,12,9,17
149,384,24,5,13,18
150,504,20,12,9,17
151,292,19,25,12,17
152,489,16,13,9,17
153,253,26,25,9,17
154,777,24,18,9,16
155,557,27,14,13,18
156,764,6,18,13,17
157,443,12,10,9,17
158,399,20,25,9,15
159,754,12,16,11,17
160,82,16,14,9,17
161,694,11,1,9,16
162,149,24,26,11,16
163,145,12,17,9,15
164,307,25,2,9,14
165,387,4,5,9,14
166,54,26,3,13,17
167,432,27,5,11,18
168,334,12,19,10,18
169,692,23,21,13,18
170,444,5,8,9,16
171,157,6,3,13,18
172,374,13,20,9,17
173,570,14,10,9,15
174,477,23,26,13,18
175,695,8,7,11,17
176,500,13,14,9,15
177,362,21,25,9,13
178,703,23,20,10,16
179,534,17,5,12,18
180,413,21,20,10,18
181,611,24,21,12,17
182,486,14,3,11,15
183,739,19,2,9,13
184,510,20,24,9,15
185,299,24,10,11,18
186,731,16,13,12,17
187,97,19,26,11,17
188,343,4,25,12,18
189,225,12,19,10,14
190,410,10,19,9,17
191,219,10,17,9,14
192,344,14,16,12,17
193,140,6,7,11,15
194,300,4,6,9,15
195,686,14,11,9,13
196,656,1,2,9,13
197,592,11,17,13,18
198,780,16,10,10,14
199,242,1,7,12,17
200,472,1,5,12,17
201,501,15,11,9,13
202,296,22,13,9,16
203,188,24,11,9,13
204,160,1,7,9,18
205,622,15,6,11,15
206,259,10,14,11,15
207,382,12,17,10,16
208,565,24,26,10,18
209,76,17,7,10,16
210,360,10,16,12,16
211,489,26,23,11,18
212,532,4,5,10,14
213,69,2,3,12,16
214,699,15,17,11,17
215,85,20,26,12,17
216,593,17,23,10,18
217,729,14,21,12,16
218,265,8,1,11,18
219,83,15,12,9,14
220,114,16,17,9,14
221,707,2,18,9,17
222,97,19,26,9,16
223,410,1,5,9,14
224,434,1,3,9,17
225,90,15,12,13,18
226,528,17,10,13,18
227,391,1,4,13,17
228,317,24,26,13,17
229,390,14,2,13,17
230,738,13,5,13,18
231,587,16,17,10,17
232,521,22,25,12,16
233,502,17,11,12,18
234,541,8,1,12,16
235,615,20,12,12,16
236,639,11,26,12,18
237,425,14,11,10,14
238,343,27,17,9,17
239,327,27,10,11,16
240,718,13,10,9,13
241,338,5,8,9,17
242,497,10,27,9,15
243,406,10,14,11,18
244,246,9,16,10,17
245,109,10,15,12,17
246,126,20,25,10,15
247,431,4,8,9,13
248,615,17,10,13,18
249,452,24,23,11,18
250,416,19,20,9,16
251,422,15,16,9,15
252,67,9,20,9,13
253,453,15,13,9,17
254,795,20,26,9,18
255,427,14,11,9,13
256,561,8,4,13,17
257,613,5,18,11,17
258,189,6,1,9,18
259,214,2,4,13,17
260,55,9,26,9,14
261,300,23,24,13,18
262,366,14,1,9,17
263,729,19,10,13,17
264,541,13,23,11,17
265,609,8,12,12,17
266,789,12,16,10,14
267,52,19,13,9,15
268,535,2,8,9,16
269,117,7,14,9,14
270,761,17,20,9,14
271,615,1,4,9,18
272,311,23,22,12,16
273,662,8,4,9,16
274,707,26,24,13,18
275,514,4,2,13,17
276,604,17,12,9,18
277,489,7,8,9,18
278,615,2,11,12,16
279,622,23,25,9,16
280,780,11,14,10,18
281,611,12,11,9,17
282,700,25,22,11,17
283,652,11,12,10,18
284,427,12,11,10,15
285,380,11,12,12,16
286,51,12,7,11,16
287,613,14,13,11,15
288,777,17,15,9,17
289,383,23,24,11,17
290,211,20,13,9,15
291,679,15,13,12,17
292,64,20,26,10,16
293,500,22,21,12,18
294,409,14,16,9,14
295,375,22,21,11,15
296,770,3,10,9,15
297,492,7,2,9,13
298,427,8,10,9,16
299,475,13,17,12,18
300,304,27,2,9,15
