no,weight,start_node,end_node,start_time,end_time
105,215,34,28,9,18
106,268,18,3,10,18
107,569,15,22,11,15
108,606,11,15,10,14
109,311,23,20,9,15
110,498,10,16,10,18
111,127,16,13,10,17
112,166,13,15,13,17
113,235,1,7,9,14
114,527,32,29,13,17
115,118,8,17,9,18
116,288,31,33,9,17
117,401,4,3,13,18
118,366,16,32,9,17
119,239,24,32,12,16
120,584,12,11,9,15
121,332,2,6,12,18
122,781,30,28,9,18
123,355,18,35,10,18
124,433,30,8,11,15
125,307,5,1,13,18
126,509,32,30,13,17
127,291,6,3,9,14
128,350,11,17,12,17
129,119,3,8,10,15
130,65,20,34,11,15
131,568,22,14,9,18
132,384,2,5,13,18
133,282,21,23,10,17
134,542,1,2,9,15
135,389,19,26,9,14
136,755,5,12,12,18
137,759,33,32,9,13
138,621,31,29,10,15
139,51,6,26,12,17
140,543,4,1,9,16
141,453,17,12,9,16
142,88,30,34,11,16
143,651,34,31,11,17
144,794,17,13,13,18
145,172,34,13,12,17
146,331,14,19,11,16
147,167,30,31,11,16
148,278,14,17,12,16
149,581,35,33,12,18
150,214,28,31,9,15
151,234,15,12,9,16
152,447,12,13,10,16
153,59,25,24,9,16
154,131,13,11,11,16
155,479,8,10,11,15
156,621,32,29,13,17
157,799,32,28,11,18
158,474,9,12,11,18
159,436,17,14,9,18
160,722,6,18,12,18
161,392,13,11,9,16
162,616,24,22,12,18
163,297,29,20,9,17
164,80,34,35,9,16
165,427,36,10,9,16
166,566,22,11,9,13
167,501,17,12,11,16
168,144,11,15,9,14
169,112,32,35,9,16
170,559,1,16,9,14
171,96,24,19,9,16
172,233,26,22,10,17
173,536,26,31,9,13
174,99,8,35,9,15
175,258,3,1,9,18
176,265,33,34,9,13
177,588,23,20,11,17
178,192,12,10,9,15
179,487,25,22,9,14
180,575,7,6,9,15
181,342,19,26,13,18
182,355,28,33,11,16
183,191,21,2,9,13
184,557,2,1,11,17
185,142,7,6,12,16
186,80,30,32,9,15
187,269,17,13,13,17
188,267,22,20,11,16
189,187,10,1,12,17
190,274,23,25,13,17
191,589,11,2,10,17
192,155,8,10,10,14
193,672,19,32,13,18
194,763,23,19,13,17
195,245,15,14,9,13
196,524,30,23,11,17
197,537,12,11,9,14
198,321,16,17,10,18
199,115,4,2,9,17
200,504,32,22,12,17
201,721,21,15,9,17
202,406,6,2,10,17
203,54,8,3,10,18
204,727,9,28,9,15
205,488,30,29,11,16
206,238,4,1,13,17
207,147,12,16,9,17
208,123,32,28,10,16
209,610,12,32,10,15
210,247,32,28,9,14
211,511,3,7,12,18
212,526,22,24,12,17
213,447,2,4,10,17
214,470,7,8,9,16
215,751,32,22,13,17
216,97,12,15,11,16
217,159,33,26,9,14
218,142,32,31,9,15
219,270,24,21,13,18
220,589,6,1,9,17
221,87,3,4,13,17
222,537,35,32,9,16
223,65,21,22,9,14
224,640,35,34,9,14
225,88,34,17,9,13
226,105,19,22,9,16
227,712,2,7,9,15
228,784,32,34,11,15
229,680,12,14,10,17
230,109,15,33,13,18
231,671,36,14,13,17
232,426,34,33,12,16
233,277,6,11,12,16
234,762,10,16,9,17
235,472,1,8,11,17
236,681,25,20,9,17
237,678,31,35,12,17
238,725,1,20,10,14
239,278,34,21,13,17
240,50,11,1,12,16
241,189,24,23,13,18
242,491,8,4,10,16
243,793,19,23,13,17
244,67,29,23,9,15
245,406,34,28,9,16
246,567,17,10,11,15
247,403,22,23,9,14
248,722,8,2,11,17
249,184,28,17,13,17
250,50,25,23,10,14
251,192,10,17,10,15
252,200,26,20,9,14
253,652,1,8,11,18
254,739,29,34,9,13
255,695,22,19,12,16
256,204,26,16,9,17
257,527,1,5,10,14
258,482,22,16,9,14
259,169,22,21,9,14
260,307,13,10,11,15
261,79,32,14,13,17
262,187,34,31,9,15
263,612,17,11,12,16
264,649,18,21,11,18
265,364,10,13,10,18
266,662,2,16,13,18
267,654,22,21,12,18
268,169,20,22,13,18
269,72,21,25,12,17
270,705,8,5,9,13
271,495,5,7,13,18
272,407,33,31,10,16
273,602,6,1,9,18
274,519,17,12,10,15
275,59,6,3,12,17
276,404,21,24,13,18
277,103,19,20,11,18
278,99,16,14,9,16
279,602,30,18,9,16
280,149,20,23,9,13
281,599,1,24,9,16
282,79,16,10,11,15
283,235,20,14,10,15
284,50,26,19,9,18
285,477,1,2,11,18
286,183,11,29,11,18
287,226,2,8,11,16
288,738,10,11,9,16
289,525,29,1,10,16
290,723,1,16,9,17
291,502,35,9,9,17
292,373,5,8,9,14
293,75,32,28,13,18
294,103,10,16,12,18
295,67,5,2,11,15
296,352,25,21,11,17
297,718,1,36,9,15
298,438,25,10,13,18
299,249,25,16,13,18
300,519,12,17,10,16
